elevator,rooms,address,price,size
,,"Monolocale in via franchi maggi, 18, Rozzano",550,40 
 con ascensore,4 ,"Quadrilocale in via carlo marx, Axum-San Carlo, Milano",1.000,125 
 con ascensore,3 ,"Trilocale in via val trompia, 3, Quarto Oggiaro-Euromilano, Milano",750,75 
 senza ascensore,3 ,"Trilocale in piazza monsignor rossi, Basiglio",800,75 
 con ascensore,,"Monolocale in via padova, 64, Teodosio-Porpora, Milano",500,25 
 con ascensore,2 ,"Bilocale in corso Roma, 55, Cologno Monzese",750,70 
 con ascensore,3 ,"Trilocale in via giovanni pascoli, 1, Vimodrone",1.150,80 
 ,2 ,"Bilocale in via ruggero bonghi, Cermenate-Meda, Milano",900,60 
 con ascensore,2 ,"Bilocale in via Domenico Cimarosa, 5, Pioltello",800,75 
,2 ,"Bilocale in via comacchio, Corvetto, Milano",950,65 
 con ascensore,2 ,"Bilocale in via mario morgantini, Morgantini, Milano",950,75 
 con ascensore,,"Monolocale in via cesare beccaria, Vittorio Emanuele-Augusto, Milano",1.000,50 
 con ascensore,2 ,"Bilocale in piazzale ferdinando martini, 1, Martini-Cuoco, Milano",930,65 
 senza ascensore,2 ,"Bilocale in via privata Giulio Perticari, 19, Turro, Milano",530,50 
 con ascensore,3 ,"Trilocale in via alcide de gasperi, 4, San Donato Milanese",1.100,100 
 con ascensore,,"Monolocale in via Savona, 80, Solari-Savona-Tortona, Milano",670,25 
 con ascensore,5 ,"Appartamento su due piani in via antonio mambretti, 29, Quarto Oggiaro-Euromilano, Milano",1.200,138 
,2 ,"Bilocale in via Gioacchino Murat, 4, Istria, Milano",650,35 
 con ascensore,2 ,"Bilocale in via Torquato Tasso, 39, Cinisello Balsamo",600,75 
 senza ascensore,2 ,"Bilocale in via Neera, 10, Abbiategrasso",700,45 
,2 ,"Bilocale in via Giovanni Da Procida, 16, Portello-Tre Torri, Milano",800,45 
 con ascensore,3 ,"Trilocale in via Bartolomeo d'Alviano, 1, Soderini, Milano",600,75 
 senza ascensore,2 ,"Appartamento su due piani in via privata Filippo Abbiati, 2, Morgantini, Milano",660,50 
,,"Monolocale in via privata Luigi Borgomainerio, 25, Lambrate, Milano",500,90 
 senza ascensore,3 ,"Trilocale in via Nazario Sauro, 37, Baranzate",800,116 
,2 ,"Bilocale in via Dante Alighieri, 10, Trezzano sul Naviglio",700,70 
 con ascensore,3 ,"Trilocale in via Benedetto Marcello, 28, Centrale, Milano",1.100,80 
,3 ,"Trilocale in piazza Santa Barbara, 3, San Donato Milanese",900,100 
 senza ascensore,3 ,"Trilocale in via Bologna, 10, Melzo",750,100 
 senza ascensore,2 ,"Bilocale in piazza San Biagio, 2, Buccinasco",650,50 
 con ascensore,7 ,"Appartamento in corso Magenta, 1, Zona Sant`Ambrogio-Università Cattolica, Milano",3.200,170 
 con ascensore,3 ,"Trilocale in via Giuseppe Mazzini, 6, Vetra-Missori, Milano",1.300,70 
 con ascensore,2 ,"Bilocale in via Barona, 5, Boffalora-Torretta, Milano",800,65 
 con ascensore,2 ,"Bilocale in Lodovico il Moro, Milano",650,68 
,2 ,"Bilocale in Brianza-Pasteur, Milano",950,65 
 senza ascensore,3 ,Trilocale a Assago,650,80 
 con ascensore,2 ,Bilocale a Gaggiano,700,80 
 con ascensore,4 ,"Quadrilocale in Lorenteggio-Giambellino, Milano",1.200,150 
,2 ,Bilocale a Abbiategrasso,550,60 
 con ascensore,2 ,Bilocale a Assago,800,75 
 con ascensore,,Monolocale a Peschiera Borromeo,550,40 
 con ascensore,2 ,Bilocale a Buccinasco,700,70 
 con ascensore,2 ,Bilocale a Settimo Milanese,620,60 
 con ascensore,,Monolocale a Corsico,520,40 
 con ascensore,3 ,"Trilocale in Rogoredo-Santa Giulia, Milano",1.000,103 
,2 ,Bilocale a Buccinasco,450,40 
 con ascensore,6 ,"Appartamento in Ariosto-Magenta, Milano",2.250,145 
 senza ascensore,2 ,"Bilocale in Martini-Cuoco, Milano",900,50 
 ,,"Monolocale in Val di Sole-Fatima, Milano",650,38 
 con ascensore,2 ,Bilocale a Corsico,620,50 
 ,2 ,Bilocale a Arluno,450,60 
 con ascensore,2 ,Bilocale a Corsico,650,65 
,3 ,Trilocale a Assago,700,75 
 con ascensore,3 ,Trilocale a Rozzano,730,75 
 con ascensore,,"Monolocale in Palestro, Milano",740,35 
 con ascensore,3 ,"Trilocale in Vigentino, Milano",1.500,110 
 con ascensore,2 ,"Bilocale in Vigentino, Milano",650,33 
 senza ascensore,2 ,"Bilocale in Baggio, Milano",630,65 
,2 ,Bilocale a Abbiategrasso,550,50 
,3 ,Trilocale a Gaggiano,700,85 
 senza ascensore,3 ,Trilocale a Assago,700,80 
,2 ,Bilocale a Inveruno,450,60 
,3 ,"Trilocale in San Martino-San Domenico, Legnano",800,95 
,4 ,Villetta bifamiliare a Buscate,1.000,150 
,,Monolocale a Nerviano,450,35 
,2 ,Bilocale a Magenta,500,70 
,3 ,Trilocale a Sedriano,600,70 
,3 ,Trilocale a Casorezzo,450,90 
,2 ,Bilocale a Sedriano,550,50 
 con ascensore,3 ,"Trilocale in Ortles, Milano",1.350,110 
 senza ascensore,2 ,"Bilocale in Vigentino, Milano",650,55 
 ,2 ,Bilocale a Cesate,550,60 
 senza ascensore,2 ,Bilocale a Gaggiano,800,50 
 ,3 ,Trilocale a Senago,700,85 
,2 ,Bilocale a Senago,500,50 
 ,3 ,Trilocale a Senago,600,80 
,2 ,Bilocale a Paderno Dugnano,600,50 
,2 ,Bilocale a Senago,490,50 
 ,,Monolocale a Solaro,450,35 
 con ascensore,3 ,Trilocale a Trezzano sul Naviglio,700,100 
,2 ,Bilocale a Trezzano sul Naviglio,550,55 
,2 ,"Bilocale in Naviglio Grande-Barona, Milano",780,50 
,2 ,"Bilocale in Naviglio Grande-Barona, Milano",780,50 
,3 ,"Trilocale in Naviglio Grande-Barona, Milano",1.000,70 
,3 ,"Trilocale in Naviglio Grande-Barona, Milano",1.000,70 
,,"Monolocale in Naviglio Grande-Barona, Milano",580,25 
 con ascensore,4 ,"Quadrilocale in Tribunale, Milano",2.000,118 
 senza ascensore,4 ,"Quadrilocale in Brera-Montenapoleone, Milano",2.333,160 
 con ascensore,5 ,"Appartamento in Mercalli-Quadronno, Milano",4.166,300 
 senza ascensore,3 ,"Trilocale in via camillo hajech, 4, Indipendenza-Regina Giovanna, Milano",1.200,65 
 senza ascensore,3 ,"Trilocale in via gratosoglio, 105, Gratosoglio, Milano",1.000,100 
 con ascensore,3 ,"Trilocale in via paolo mezzanotte, 1, Val di Sole-Fatima, Milano",700,60 
 con ascensore,,"Monolocale in via ronchi, 2, Udine, Milano",800,41 
,2 ,"Bilocale in Lambrate, Milano",800,60 
 con ascensore,3 ,Trilocale a Cornaredo,850,85 
 con ascensore,2 ,Bilocale a Cornaredo,600,50 
 con ascensore,2 ,"Bilocale in Rondò-Torretta, Sesto San Giovanni",850,65 
 con ascensore,2 ,"Bilocale in Martini-Cuoco, Milano",950,65 
,,"Monolocale in Bligny-Toscana, Milano",650,25 
,2 ,Bilocale a Settimo Milanese,530,50 
 con ascensore,12 ,"Appartamento in via e. perrone di san martino, Greco-Villaggio dei Giornalisti, Milano",2.400,300 
 con ascensore,2 ,"Bilocale in via maestri campionesi, Cinque Giornate-Montenero-Libia, Milano",650,55 
 con ascensore,3 ,"Trilocale in Turro, Milano",780,100 
,2 ,"Bilocale in Govone, Milano",610,50 
 senza ascensore,2 ,"Bilocale in Brianza-Pasteur, Milano",400,40 
 con ascensore,2 ,"Bilocale in Solari-Savona-Tortona, Milano",800,60 
 senza ascensore,3 ,"Trilocale in Cinque Giornate-Montenero-Libia, Milano",1.159,65 
 con ascensore,3 ,"Trilocale in Cinque Giornate-Montenero-Libia, Milano",1.110,60 
 ,3 ,Trilocale a Binasco,680,65 
,2 ,Bilocale a Vanzago,450,70 
 ,2 ,"Bilocale in Vetra-Missori, Milano",1.300,75 
,2 ,Bilocale a Robecco sul Naviglio,450,65 
,6 ,Appartamento a Nerviano,430,55 
 con ascensore,2 ,"Bilocale in Naviglio Grande-Barona, Milano",700,60 
 con ascensore,2 ,"Bilocale in Bovisa, Milano",900,65 
,2 ,Bilocale a Inveruno,470,65 
 con ascensore,2 ,"Bilocale in Cermenate-Meda, Milano",950,60 
 con ascensore,2 ,Bilocale a Bresso,500,75 
 con ascensore,2 ,"Bilocale in Teodosio-Porpora, Milano",900,75 
 ,,"Monolocale in Teodosio-Porpora, Milano",700,40 
 con ascensore,3 ,"Trilocale in via carlo valvassori peroni, 82, Città Studi, Milano",900,90 
 con ascensore,2 ,"Bilocale in via Lidia de Grada, 13, Rozzano",850,70 
,,"Monolocale in via montrasi, 1, Bollate",500,42 
 con ascensore,,"Monolocale in via vezza d'oglio, 8, Ortles, Milano",700,30 
 con ascensore,2 ,Bilocale a Arluno,500,55 
,,"Monolocale in via alessandro manzoni, 4, Masate",480,50 
 senza ascensore,,"Monolocale in via San Gottardo, 38, Navigli-Porta Genova, Milano",650,30 
 con ascensore,,"Monolocale in via privata San Mansueto, 3, Bligny-Toscana, Milano",660,22 
 senza ascensore,,"Monolocale in via nazario sauro, 1, Pregnana Milanese",580,40 
 con ascensore,3 ,"Trilocale in via ronchi, 19, Udine, Milano",900,70 
 con ascensore,2 ,"Bilocale in via mac mahon, Govone, Milano",850,70 
 con ascensore,3 ,"Trilocale in via giorgio washington, 23, San Vittore-Washington, Milano",1.300,95 
 ,2 ,"Bilocale in via ripamonti giuseppe, 113, Milano",1.200,100 
 con ascensore,,Monolocale a Basiglio,750,51 
 con ascensore,4 ,"Quadrilocale in Argonne-Corsica, Milano",1.500,180 
 con ascensore,2 ,"Bilocale in piazza Geremia Bonomelli, 10, Ortles, Milano",600,60 
 con ascensore,4 ,"Quadrilocale in San Vittore-Washington, Milano",1.541,130 
 con ascensore,2 ,"Bilocale in Udine, Milano",750,50 
 con ascensore,,"Monolocale in Cinque Giornate-Montenero-Libia, Milano",650,30 
 con ascensore,2 ,Bilocale a Corsico,580,70 
 con ascensore,,Monolocale a Pioltello,700,40 
 con ascensore,2 ,"Bilocale in Città Studi, Milano",670,60 
 con ascensore,3 ,Trilocale a Ossona,500,100 
 senza ascensore,4 ,Quadrilocale a Cassina de' Pecchi,700,70 
 senza ascensore,3 ,"Trilocale in Boffalora-Torretta, Milano",650,60 
 con ascensore,2 ,Bilocale a Masate,480,54 
,2 ,Bilocale a Masate,450,35 
 ,3 ,"Trilocale in Val di Sole-Fatima, Milano",1.000,100 
 ,2 ,Bilocale a Pioltello,630,65 
 con ascensore,2 ,"Bilocale in Bicocca, Milano",900,74 
 ,2 ,"Bilocale in Centrale, Milano",1.050,75 
 ,3 ,"Trilocale in Romagna, Milano",1.000,85 
 ,,Monolocale a Bresso,450,35 
 ,2 ,Bilocale a Cernusco sul Naviglio,600,65 
,2 ,"Bilocale in Città Studi, Milano",1.200,80 
 ,2 ,"Bilocale in Val di Sole-Fatima, Milano",750,70 
 con ascensore,,"Monolocale in Fiera, Milano",580,23 
,,"Monolocale in Città Studi, Milano",720,40 
 senza ascensore,,"Monolocale in Affori, Milano",550,30 
 ,2 ,Bilocale a Sedriano,350,50 
 con ascensore,,"Monolocale in Sempione, Milano",600,45 
,2 ,"Bilocale in Solari-Savona-Tortona, Milano",650,60 
 ,2 ,"Bilocale in Vetra-Missori, Milano",990,50 
,2 ,"Bilocale in Cermenate-Meda, Milano",1.100,70 
 ,2 ,"Bilocale in Sempione, Milano",900,45 
 ,,"Monolocale in Cinque Giornate-Montenero-Libia, Milano",680,25 
 con ascensore,2 ,"Bilocale in Martini-Cuoco, Milano",750,45 
 ,3 ,"Trilocale in Morgantini, Milano",950,80 
 ,2 ,Bilocale a Magenta,400,50 
 con ascensore,3 ,"Trilocale in Portello-Tre Torri, Milano",1.350,90 
,2 ,Bilocale a Baranzate,700,78 
 con ascensore,,"Monolocale in Fiera, Milano",630,25 
 con ascensore,,Monolocale a San Giorgio Su Legnano,370,30 
 con ascensore,3 ,"Trilocale in Fiera, Milano",2.000,140 
 con ascensore,2 ,"Bilocale in Cermenate-Meda, Milano",690,55 
 senza ascensore,2 ,Bilocale a Opera,610,45 
 con ascensore,2 ,Bilocale a Pregnana Milanese,600,62 
 con ascensore,,Monolocale a Arese,450,30 
 con ascensore,2 ,"Bilocale in Ariosto-Magenta, Milano",850,45 
,2 ,Bilocale a Magenta,550,60 
,3 ,"Trilocale in Centrale, Milano",1.400,110 
,4 ,"Quadrilocale in Centrale, Milano",2.400,130 
 con ascensore,2 ,Bilocale a Opera,680,45 
 con ascensore,2 ,Bilocale a Magenta,450,70 
 con ascensore,3 ,"Trilocale in Martini-Cuoco, Milano",1.300,75 
 con ascensore,3 ,"Trilocale in Bicocca, Milano",1.000,98 
 con ascensore,2 ,"Bilocale in Cinque Giornate-Montenero-Libia, Milano",1.110,70 
 con ascensore,3 ,"Trilocale in Bligny-Toscana, Milano",1.350,90 
 con ascensore,2 ,"Bilocale in Udine, Milano",700,68 
,2 ,"Bilocale in San Vittore-Washington, Milano",1.045,65 
,2 ,"Bilocale in San Carlo-San Paolo-Stellanda, Rho",500,48 
 con ascensore,3 ,Trilocale a San Donato Milanese,1.300,140 
,2 ,"Bilocale in Bovisa, Milano",700,60 
 con ascensore,2 ,Bilocale a Baranzate,600,55 
 ,,Monolocale a Magenta,350,20 
 ,3 ,Trilocale a Melegnano,700,90 
 con ascensore,2 ,"Bilocale in Indipendenza-Regina Giovanna, Milano",1.200,50 
 con ascensore,2 ,Bilocale a San Donato Milanese,750,55 
 con ascensore,,"Monolocale in Bicocca, Milano",700,37 
 con ascensore,2 ,"Bilocale in Greco-Villaggio dei Giornalisti, Milano",850,75 
,2 ,"Bilocale in Crescenzago, Milano",610,55 
 con ascensore,2 ,Bilocale a Opera,750,60 
 con ascensore,5 ,"Appartamento in Brera-Montenapoleone, Milano",3.750,200 
 con ascensore,2 ,"Bilocale in Vetra-Missori, Milano",1.250,70 
,2 ,"Bilocale in San Vittore-Washington, Milano",1.667,50 
 con ascensore,4 ,"Quadrilocale in Zona Sant`Ambrogio-Università Cattolica, Milano",3.417,158 
,2 ,"Bilocale in San Vittore-Washington, Milano",1.667,70 
 con ascensore,2 ,"Bilocale in Ariosto-Magenta, Milano",2.417,100 
 con ascensore,5 ,"Appartamento in Brera-Montenapoleone, Milano",4.583,200 
 con ascensore,2 ,"Bilocale in Teodosio-Porpora, Milano",600,35 
 ,3 ,"Trilocale in San Carlo-San Paolo-Stellanda, Rho",80,120 
,4 ,Quadrilocale a Corbetta,700,110 
 senza ascensore,2 ,"Bilocale in Crescenzago, Milano",550,45 
 ,3 ,Trilocale a Corbetta,570,77 
 senza ascensore,2 ,Bilocale a Rozzano,450,50 
 con ascensore,2 ,Bilocale a San Donato Milanese,900,65 
 con ascensore,4 ,Quadrilocale a San Donato Milanese,1.500,135 
 con ascensore,4 ,Attico a San Donato Milanese,1.800,150 
 con ascensore,2 ,Bilocale a San Donato Milanese,780,68 
,2 ,"Bilocale in Gorla, Milano",850,75 
 con ascensore,2 ,Bilocale a Cerro Maggiore,500,50 
 con ascensore,,Monolocale a Arese,450,30 
 con ascensore,2 ,Bilocale a Opera,850,70 
,6 ,"Appartamento in Duomo-Castello, Milano",8.000,387 
 con ascensore,4 ,"Quadrilocale in Cinque Giornate-Montenero-Libia, Milano",1.900,140 
 ,2 ,Bilocale a Solaro,500,60 
 ,2 ,Bilocale a Magenta,450,70 
 con ascensore,,Monolocale a Magenta,420,35 
 con ascensore,2 ,"Bilocale in Cinque Giornate-Montenero-Libia, Milano",950,60 
 con ascensore,2 ,"Bilocale in Romagna, Milano",800,48 
 con ascensore,2 ,"Bilocale in Bligny-Toscana, Milano",1.300,75 
 ,2 ,Bilocale a Vittuone,600,50 
 con ascensore,3 ,"Trilocale in Segrate Centro, Segrate",750,110 
 ,2 ,Bilocale a Trezzo sull'Adda,550,100 
 senza ascensore,,"Monolocale in via Lazzaretto, 41, Nerviano",480,45 
,2 ,"Bilocale in Città Studi, Milano",1.200,70 
 con ascensore,2 ,Bilocale a Rozzano,800,75 
,6 ,Proprietà rustica a Robecco sul Naviglio,2.500,300 
 con ascensore,2 ,"Bilocale in Bicocca, Milano",1.000,65 
 ,,Monolocale a Trezzo sull'Adda,460,70 
 senza ascensore,2 ,Bilocale a Opera,500,40 
 senza ascensore,2 ,"Bilocale in Naviglio Grande-Barona, Milano",770,55 
 con ascensore,2 ,"Bilocale in Brera-Montenapoleone, Milano",1.500,60 
 senza ascensore,2 ,"Bilocale in San Giovanni, Rho",570,40 
,,"Monolocale in Garibaldi-Isola, Milano",470,20 
 con ascensore,,"Monolocale in Abruzzi, Milano",600,25 
 con ascensore,2 ,"Bilocale in Indipendenza-Regina Giovanna, Milano",710,40 
 con ascensore,3 ,Trilocale a Solaro,500,75 
 senza ascensore,2 ,Bilocale a Bareggio,480,45 
 ,4 ,Quadrilocale a Arluno,850,100 
 con ascensore,2 ,Bilocale a Arluno,470,65 
 con ascensore,2 ,Bilocale a Arluno,530,68 
 con ascensore,2 ,Bilocale a Arluno,440,65 
 con ascensore,3 ,Trilocale a Cornaredo,1.150,90 
,5 ,Villa a Parabiago,1.300,140 
 con ascensore,4 ,Quadrilocale a Villa Cortese,700,120 
,3 ,"Trilocale in Moscova-Repubblica, Milano",1.800,130 
 con ascensore,2 ,"Bilocale in Bicocca, Milano",800,79 
 con ascensore,,Monolocale a Cusano Milanino,550,50 
,2 ,"Bilocale in Segrate Centro, Segrate",450,50 
 ,5 ,Appartamento a Magenta,800,200 
 con ascensore,3 ,"Trilocale in Segrate Centro, Segrate",1.300,95 
 con ascensore,2 ,"Bilocale in Accursio, Milano",800,53 
 con ascensore,5 ,"Appartamento in Centrale, Milano",1.375,160 
,4 ,Quadrilocale a Novate Milanese,1.100,130 
 ,2 ,"Bilocale in Cenisio-Sarpi, Milano",1.170,70 
 ,3 ,"Trilocale in Vittorio Emanuele-Augusto, Milano",2.000,80 
 con ascensore,,"Monolocale in Bicocca, Milano",600,36 
 ,3 ,Trilocale a Noviglio,650,115 
 ,2 ,Bilocale a Cassano d'Adda,500,85 
,2 ,Bilocale a Cesate,500,65 
 con ascensore,2 ,Bilocale a Pero,800,70 
 con ascensore,3 ,"Trilocale in Portello-Tre Torri, Milano",1.300,100 
,2 ,Bilocale a Bollate,590,60 
,2 ,Bilocale a Magenta,450,60 
 con ascensore,2 ,"Bilocale in Argonne-Corsica, Milano",720,65 
 con ascensore,3 ,"Trilocale in Istria, Milano",900,87 
 con ascensore,2 ,"Bilocale in Lorenteggio-Giambellino, Milano",660,60 
,2 ,Bilocale a Magenta,500,65 
 con ascensore,3 ,"Trilocale in Indipendenza-Regina Giovanna, Milano",2.290,110 
 con ascensore,2 ,Bilocale a Rescaldina,400,60 
 ,2 ,Bilocale a Senago,450,55 
 con ascensore,,"Monolocale in Bligny-Toscana, Milano",1.000,40 
,2 ,Bilocale a Inzago,580,75 
 con ascensore,2 ,"Bilocale in Portello-Tre Torri, Milano",720,70 
 senza ascensore,2 ,Bilocale a Vanzago,480,65 
,2 ,Bilocale a Nerviano,470,60 
 ,2 ,"Bilocale in Rondinella-Baraggia-Restellone, Sesto San Giovanni",750,58 
 con ascensore,3 ,Trilocale a Peschiera Borromeo,650,110 
,3 ,Trilocale a Magenta,600,100 
,2 ,"Bilocale in Città Studi, Milano",800,55 
 ,4 ,"Quadrilocale in Tribunale, Milano",2.915,182 
 con ascensore,,"Monolocale in San Carlo-San Paolo-Stellanda, Rho",500,42 
 con ascensore,6 ,"Appartamento in San Siro, Milano",3.166,300 
 con ascensore,,"Monolocale in Bicocca, Milano",580,37 
 ,6 ,"Appartamento in San Siro, Milano",3.916,295 
 senza ascensore,2 ,Bilocale a Corsico,450,60 
 con ascensore,,"Monolocale in San Carlo-San Paolo-Stellanda, Rho",450,45 
,2 ,Bilocale a Villa Cortese,520,52 
 con ascensore,2 ,"Bilocale in San Giovanni, Rho",600,75 
 con ascensore,2 ,"Bilocale in Bicocca, Milano",850,60 
,3 ,"Trilocale in Vigentino, Milano",1.550,70 
 ,3 ,"Trilocale in Palestro, Milano",1.500,67 
 ,,Monolocale a Garbagnate Milanese,500,40 
 ,3 ,Trilocale a Cesate,680,90 
,3 ,Trilocale a Cesate,730,105 
,4 ,Villetta a schiera a Cesate,1.100,160 
 con ascensore,4 ,Quadrilocale a Garbagnate Milanese,650,100 
 ,,Monolocale a Garbagnate Milanese,500,35 
 con ascensore,3 ,Trilocale a Garbagnate Milanese,650,100 
,3 ,Trilocale a Cesate,730,110 
,,"Monolocale in Govone, Milano",550,30 
,3 ,Trilocale a Marcallo con Casone,525,90 
 ,2 ,"Bilocale in Bovisa, Milano",700,60 
,5 ,"Attico in San Vittore-Washington, Milano",2.000,165 
 ,3 ,"Trilocale in Solari-Savona-Tortona, Milano",2.000,100 
 con ascensore,2 ,"Bilocale in Brianza-Pasteur, Milano",1.000,75 
 con ascensore,3 ,"Attico in Fiera, Milano",1.400,90 
 con ascensore,2 ,"Bilocale in Vetra-Missori, Milano",1.500,80 
 ,3 ,Trilocale a Boffalora Sopra Ticino,570,95 
 con ascensore,2 ,"Bilocale in Istria, Milano",800,60 
 con ascensore,2 ,"Bilocale in Area Novegro-San Felice, Segrate",600,50 
 con ascensore,2 ,Bilocale a Magenta,600,50 
 con ascensore,2 ,"Bilocale in Romagna, Milano",1.100,75 
 con ascensore,2 ,"Bilocale in Fiera, Milano",1.100,45 
 con ascensore,,"Monolocale in San Siro, Milano",1.000,50 
 con ascensore,2 ,Bilocale a Magenta,430,100 
,3 ,Trilocale a Pogliano Milanese,650,75 
 con ascensore,2 ,"Bilocale in Sempione, Milano",950,55 
,2 ,"Bilocale in Sempione, Milano",1.000,50 
 con ascensore,2 ,Bilocale a Canegrate,500,60 
 con ascensore,2 ,"Bilocale in Città Studi, Milano",950,60 
,2 ,"Bilocale in Bligny-Toscana, Milano",900,50 
 con ascensore,,Monolocale a Cusano Milanino,420,30 
 con ascensore,3 ,"Trilocale in Tribunale, Milano",1.950,100 
 con ascensore,3 ,"Trilocale in Moscova-Repubblica, Milano",3.000,130 
 con ascensore,3 ,"Attico in Duomo-Castello, Milano",3.500,170 
 con ascensore,2 ,"Bilocale in Mercalli-Quadronno, Milano",1.100,90 
 con ascensore,5 ,"Attico in Duomo-Castello, Milano",15.000,550 
 con ascensore,2 ,"Bilocale in La Flora-Parco Alto Milanese, Legnano",430,60 
,3 ,Trilocale a Peschiera Borromeo,1.100,90 
 con ascensore,2 ,"Bilocale in Cinque Giornate-Montenero-Libia, Milano",1.000,55 
 con ascensore,3 ,"Trilocale in Cinque Giornate-Montenero-Libia, Milano",1.150,88 
 con ascensore,2 ,"Bilocale in Ariosto-Magenta, Milano",2.083,98 
,2 ,"Bilocale in Vittorio Emanuele-Augusto, Milano",1.165,65 
 con ascensore,3 ,"Trilocale in Brera-Montenapoleone, Milano",2.670,130 
 ,10 ,"Appartamento in San Vittore-Washington, Milano",5.830,300 
 con ascensore,3 ,"Trilocale in Vittorio Emanuele-Augusto, Milano",1.950,90 
 con ascensore,4 ,"Quadrilocale in Duomo-Castello, Milano",2.000,140 
 ,5 ,"Appartamento in Palestro, Milano",3.125,160 
 con ascensore,4 ,"Quadrilocale in San Vittore-Washington, Milano",2.000,135 
,4 ,Quadrilocale a Noviglio,1.000,120 
,3 ,Villa a Corbetta,650,100 
 con ascensore,2 ,"Bilocale in Città Studi, Milano",800,60 
 con ascensore,,"Monolocale in Bicocca, Milano",350,16 
,2 ,Bilocale a Paullo,550,70 
 con ascensore,2 ,"Bilocale in Teodosio-Porpora, Milano",1.000,78 
 ,,Monolocale a Basiano,380,40 
,3 ,"Trilocale in San Siro, Milano",1.300,125 
 con ascensore,3 ,"Trilocale in Bande Nere, Milano",900,75 
