elevator,rooms,address,price,size
,2 ,"Bilocale in piazza morbegno, Brianza-Pasteur, Milano",800,60 
,2 ,"Bilocale in Corvetto, Milano",1.000,80 
 con ascensore,3 ,"Trilocale in Corvetto, Milano",1.300,110 
 con ascensore,2 ,"Bilocale in largo porto di classe, Argonne-Corsica, Milano",800,70 
,2 ,Bilocale a San Colombano al Lambro,450,70 
 ,3 ,Trilocale a Ossona,500,95 
 con ascensore,3 ,"Trilocale in via Paolo Frisi, Indipendenza-Regina Giovanna, Milano",1.300,100 
 con ascensore,2 ,"Bilocale in via Palermo, Moscova-Repubblica, Milano",1.450,80 
 senza ascensore,3 ,"Trilocale in via Montebello, Moscova-Repubblica, Milano",1.300,90 
 con ascensore,,Monolocale a Corsico,700,35 
 con ascensore,5 ,"Appartamento in Varesina-Testori, Milano",1.000,135 
 con ascensore,3 ,Trilocale a Cusago,810,85 
 senza ascensore,6 ,"Appartamento in Portello-Tre Torri, Milano",1.583,154 
 con ascensore,10 ,"Attico in Portello-Tre Torri, Milano",4.160,255 
 con ascensore,2 ,"Bilocale in via Giardino, Melegnano",500,60 
 ,4 ,Villetta a schiera a Arese,1.800,180 
,3 ,"Trilocale in Naviglio Grande-Barona, Milano",1.000,70 
 con ascensore,2 ,Bilocale a Cesano Boscone,850,58 
 con ascensore,3 ,Trilocale a Trezzano sul Naviglio,950,115 
 senza ascensore,2 ,Bilocale a Buccinasco,700,50 
 senza ascensore,,Monolocale a Buccinasco,400,30 
 con ascensore,5 ,"Appartamento in Bande Nere, Milano",1.500,130 
 con ascensore,,"Monolocale in viale Isonzo, Bligny-Toscana, Milano",550,30 
,2 ,"Bilocale in Bligny-Toscana, Milano",660,20 
 con ascensore,2 ,"Bilocale in Teodosio-Porpora, Milano",700,65 
,2 ,"Bilocale in Bligny-Toscana, Milano",1.300,45 
 senza ascensore,3 ,Trilocale a Opera,850,80 
 con ascensore,2 ,Bilocale a Magenta,450,65 
 con ascensore,,Monolocale a Rescaldina,420,35 
 con ascensore,3 ,Trilocale a Ossona,650,120 
 con ascensore,3 ,"Trilocale in Bande Nere, Milano",600,75 
 con ascensore,2 ,Bilocale a Baranzate,450,75 
 con ascensore,2 ,Bilocale a Baranzate,450,75 
 con ascensore,2 ,Bilocale a Baranzate,500,75 
 con ascensore,,Monolocale a Baranzate,370,41 
 ,2 ,Bilocale a Bareggio,500,40 
,,Monolocale a Cerro Maggiore,350,30 
,,Monolocale a Lainate,400,40 
 senza ascensore,2 ,Bilocale a Bollate,550,50 
 con ascensore,3 ,Trilocale a Bresso,750,100 
 con ascensore,3 ,"Trilocale in Martini-Cuoco, Milano",1.500,80 
 ,2 ,"Bilocale in Solari-Savona-Tortona, Milano",900,50 
,2 ,"Bilocale in Vigentino, Milano",670,45 
 con ascensore,2 ,"Bilocale in Solari-Savona-Tortona, Milano",1.450,80 
 ,2 ,Bilocale a Vittuone,550,70 
,3 ,Appartamento su due piani a Trezzano sul Naviglio,800,95 
 senza ascensore,2 ,"Bilocale in Naviglio Grande-Barona, Milano",700,50 
 con ascensore,3 ,"Trilocale in Quarto Oggiaro-Euromilano, Milano",850,85 
 con ascensore,3 ,Trilocale a Pero,800,75 
 con ascensore,2 ,"Bilocale in Quarto Oggiaro-Euromilano, Milano",730,65 
 ,2 ,"Bilocale in San Vittore-Washington, Milano",930,45 
 con ascensore,3 ,"Trilocale in Argonne-Corsica, Milano",900,70 
 con ascensore,3 ,"Trilocale in Teodosio-Porpora, Milano",1.100,70 
 con ascensore,2 ,Bilocale a Melegnano,600,50 
 con ascensore,3 ,"Trilocale in Solari-Savona-Tortona, Milano",1.300,90 
 ,,"Monolocale in Mercalli-Quadronno, Milano",700,50 
 con ascensore,,"Monolocale in Brenta, Milano",620,40 
 con ascensore,2 ,Bilocale a Lainate,550,64 
 con ascensore,2 ,"Bilocale in Bligny-Toscana, Milano",850,40 
,2 ,"Bilocale in Centro, Sesto San Giovanni",500,50 
 senza ascensore,,Monolocale a Baranzate,550,45 
 con ascensore,2 ,"Bilocale in Solari-Savona-Tortona, Milano",750,50 
 senza ascensore,2 ,"Bilocale in Govone, Milano",615,45 
,2 ,Bilocale a Pogliano Milanese,590,53 
 ,,Monolocale a Vignate,600,40 
 con ascensore,,"Monolocale in Indipendenza-Regina Giovanna, Milano",700,40 
 con ascensore,3 ,"Trilocale in Lorenteggio-Giambellino, Milano",1.250,90 
 senza ascensore,2 ,"Bilocale in Navigli-Porta Genova, Milano",930,50 
 con ascensore,2 ,"Bilocale in Cinque Giornate-Montenero-Libia, Milano",1.025,70 
 con ascensore,3 ,"Trilocale in Abruzzi, Milano",1.500,95 
 con ascensore,,"Monolocale in San Siro, Milano",480,35 
 con ascensore,3 ,"Trilocale in Zona Sant`Ambrogio-Università Cattolica, Milano",1.500,75 
,3 ,Trilocale a Lainate,800,80 
 con ascensore,2 ,"Bilocale in Brenta, Milano",700,50 
 con ascensore,2 ,"Bilocale in Argonne-Corsica, Milano",750,65 
 con ascensore,4 ,"Quadrilocale in Argonne-Corsica, Milano",1.500,150 
 senza ascensore,2 ,Bilocale a Locate Triulzi,600,55 
,2 ,"Bilocale in Lucernate-Ghisolfa, Rho",550,60 
 senza ascensore,,Monolocale a Lainate,390,36 
 senza ascensore,,Monolocale a Pogliano Milanese,400,35 
 con ascensore,3 ,Trilocale a Opera,850,70 
,2 ,Bilocale a Gessate,500,50 
 ,2 ,"Bilocale in Milano Due, Segrate",800,60 
,2 ,"Bilocale in Quarto Oggiaro-Euromilano, Milano",600,45 
,3 ,Trilocale a Corsico,800,95 
 ,,"Monolocale in Tribunale, Milano",450,20 
,2 ,Bilocale a Basiano,600,78 
,,"Monolocale in Bligny-Toscana, Milano",450,30 
 con ascensore,2 ,"Attico in Navigli-Porta Genova, Milano",850,50 
 con ascensore,2 ,"Bilocale in Argonne-Corsica, Milano",950,70 
 con ascensore,3 ,"Trilocale in Val di Sole-Fatima, Milano",1.450,120 
 con ascensore,,"Monolocale in Cinque Giornate-Montenero-Libia, Milano",900,50 
,2 ,Bilocale a Magenta,500,55 
,2 ,Bilocale a Buccinasco,750,48 
 con ascensore,,"Monolocale in Bicocca, Milano",680,40 
,2 ,Bilocale a Inzago,500,50 
 ,2 ,"Bilocale in Martini-Cuoco, Milano",700,55 
 senza ascensore,2 ,Bilocale a Nerviano,470,52 
 con ascensore,3 ,Trilocale a Lainate,650,90 
 senza ascensore,2 ,Bilocale a Lainate,500,60 
 senza ascensore,2 ,Bilocale a Lainate,400,45 
,3 ,Trilocale a Lainate,600,90 
,,Monolocale a Cerro Maggiore,430,35 
 senza ascensore,2 ,Bilocale a Lainate,400,30 
,3 ,Trilocale a Nerviano,580,60 
,2 ,"Bilocale in Città Studi, Milano",1.100,60 
,2 ,"Bilocale in Precotto, Milano",750,55 
,,"Monolocale in Milano Due, Segrate",650,40 
 con ascensore,2 ,"Bilocale in Teodosio-Porpora, Milano",650,55 
,2 ,"Bilocale in Centro, Rho",500,35 
,3 ,"Trilocale in Gorla, Milano",900,80 
 con ascensore,2 ,"Bilocale in Solari-Savona-Tortona, Milano",1.000,60 
 ,,"Monolocale in via achille bizzoni, 7, Greco-Villaggio dei Giornalisti, Milano",650,35 
 con ascensore,2 ,"Bilocale in Palestro, Milano",1.166,60 
 ,,"Monolocale in via fratelli zoia, 228, Baggio, Milano",550,45 
 con ascensore,2 ,"Bilocale in via fabio filzi, Centrale, Milano",930,50 
 con ascensore,3 ,"Trilocale in via giuseppe revere, Ariosto-Magenta, Milano",1.800,100 
 con ascensore,3 ,Trilocale a Carugate,700,85 
 con ascensore,3 ,"Trilocale in Mercalli-Quadronno, Milano",1.650,82 
 con ascensore,,"Monolocale in via Mario Pieri, 2, Turro, Milano",640,55 
 senza ascensore,2 ,Bilocale a Nerviano,480,50 
 con ascensore,2 ,"Bilocale in Indipendenza-Regina Giovanna, Milano",1.400,80 
 con ascensore,3 ,"Trilocale in via vittorio veneto, Bresso",584,87 
 con ascensore,2 ,"Bilocale in via ascanio sforza, Navigli-Porta Genova, Milano",850,60 
 con ascensore,2 ,"Bilocale in alzaia naviglio pavese, Chiesa Rossa, Milano",850,75 
 senza ascensore,2 ,"Bilocale in via verdi, 33, Corbetta",450,60 
,3 ,"Trilocale in via castelfidardo, s.n.c, Moscova-Repubblica, Milano",1.417,85 
 con ascensore,2 ,"Bilocale in via raffaello sanzio, 12, Sedriano",550,55 
 senza ascensore,2 ,"Bilocale in via roma, 39, Bareggio",570,55 
 con ascensore,2 ,"Bilocale in via roma, 2, Bareggio",600,55 
 senza ascensore,2 ,"Bilocale in via vigevano, 49, Bareggio",550,65 
,5 ,"Appartamento in via palladio, s.n.c, Cornaredo",1.300,200 
 con ascensore,,"Monolocale in Balsamo, Cinisello Balsamo",690,50 
 senza ascensore,,"Attico in via San Giovanni, 2, San Colombano al Lambro",500,90 
 con ascensore,3 ,"Trilocale in Istria, Milano",1.050,115 
 con ascensore,3 ,"Trilocale in Garibaldi-Isola, Milano",1.050,115 
 con ascensore,3 ,"Trilocale in via privata Trebazio, 1, Portello-Tre Torri, Milano",1.200,98 
 senza ascensore,2 ,"Bilocale in via San Giovanni, 2, San Colombano al Lambro",400,90 
 senza ascensore,4 ,"Quadrilocale in via Tucide, 56, Parco Forlanini, Milano",1.350,150 
 ,2 ,Bilocale a Colturano,460,75 
 ,,"Monolocale in via gabriele d'annunzio, Navigli-Porta Genova, Milano",500,30 
 ,3 ,Trilocale a Cologno Monzese,600,95 
 con ascensore,2 ,"Bilocale in Navigli-Porta Genova, Milano",2.300,80 
,4 ,Quadrilocale a Peschiera Borromeo,1.650,169 
,2 ,"Bilocale in Duomo-Castello, Milano",1.500,55 
 senza ascensore,2 ,Bilocale a Vernate,595,60 
,2 ,Bilocale a Peschiera Borromeo,650,71 
 con ascensore,2 ,Bilocale a Vaprio d'Adda,450,65 
,2 ,Bilocale a Magenta,500,70 
,2 ,Bilocale a Magenta,450,55 
 con ascensore,3 ,"Trilocale in Teodosio-Porpora, Milano",1.100,100 
 senza ascensore,2 ,Bilocale a Binasco,525,50 
 con ascensore,4 ,"Attico in Palestro, Milano",8.716,190 
 senza ascensore,,Monolocale a Casarile,450,48 
 senza ascensore,2 ,"Bilocale in via Jean Jaurès, 6, Gorla, Milano",750,55 
 ,4 ,"Quadrilocale in Brianza-Pasteur, Milano",1.300,100 
,,"Monolocale in via Bovisasca, 70, Bovisa, Milano",750,70 
,2 ,"Bilocale in Rondinella-Baraggia-Restellone, Sesto San Giovanni",500,30 
,2 ,"Bilocale in Cermenate-Meda, Milano",750,65 
,,"Monolocale in Garibaldi-Isola, Milano",770,40 
 ,,"Monolocale in Argonne-Corsica, Milano",890,36 
 con ascensore,,"Monolocale in Bligny-Toscana, Milano",800,36 
 senza ascensore,2 ,Bilocale a Lacchiarella,500,60 
 senza ascensore,3 ,"Trilocale in Val di Sole-Fatima, Milano",750,75 
 ,3 ,"Trilocale in Val di Sole-Fatima, Milano",750,75 
,2 ,"Bilocale in Greco-Villaggio dei Giornalisti, Milano",715,65 
 con ascensore,2 ,"Bilocale in Navigli-Porta Genova, Milano",1.500,80 
,2 ,"Bilocale in Area Novegro-San Felice, Segrate",450,45 
,2 ,Bilocale a Magenta,450,40 
 senza ascensore,2 ,Bilocale a Corbetta,600,60 
 con ascensore,2 ,"Bilocale in Tribunale, Milano",1.400,70 
,2 ,Bilocale a Rozzano,600,55 
 con ascensore,2 ,"Bilocale in Varesina-Testori, Milano",620,72 
 senza ascensore,2 ,Bilocale a Magenta,380,45 
 senza ascensore,3 ,"Trilocale in Cinque Giornate-Montenero-Libia, Milano",1.000,80 
,3 ,"Trilocale in Bovisa, Milano",950,100 
,2 ,"Bilocale in Udine, Milano",650,45 
 senza ascensore,3 ,Trilocale a Boffalora Sopra Ticino,700,120 
,2 ,"Bilocale in Istria, Milano",700,55 
,2 ,"Bilocale in Area Novegro-San Felice, Segrate",800,60 
 senza ascensore,2 ,Bilocale a Magenta,500,45 
,3 ,"Trilocale in Soderini, Milano",1.150,80 
 con ascensore,2 ,"Bilocale in Lorenteggio-Giambellino, Milano",700,70 
,2 ,"Bilocale in Brenta, Milano",770,60 
 con ascensore,,"Monolocale in Corvetto, Milano",650,35 
 con ascensore,,"Monolocale in Navigli-Porta Genova, Milano",630,30 
 con ascensore,,"Monolocale in Mercalli-Quadronno, Milano",1.000,42 
 con ascensore,2 ,"Bilocale in Brera-Montenapoleone, Milano",2.750,120 
 con ascensore,3 ,"Trilocale in Brera-Montenapoleone, Milano",3.333,130 
 con ascensore,6 ,"Appartamento in Tribunale, Milano",2.917,182 
 con ascensore,2 ,"Bilocale in Duomo-Castello, Milano",2.333,100 
 con ascensore,6 ,"Appartamento in Ariosto-Magenta, Milano",3.000,230 
 con ascensore,4 ,"Quadrilocale in Palestro, Milano",2.500,160 
 con ascensore,5 ,"Appartamento in Tribunale, Milano",2.500,170 
 con ascensore,7 ,"Appartamento in Palestro, Milano",3.583,240 
 con ascensore,11 ,"Appartamento in Ariosto-Magenta, Milano",5.000,350 
 con ascensore,10 ,"Appartamento in Ariosto-Magenta, Milano",5.417,270 
 con ascensore,2 ,"Bilocale in Palestro, Milano",3.000,120 
 con ascensore,4 ,"Quadrilocale in Ariosto-Magenta, Milano",2.083,120 
 con ascensore,7 ,"Appartamento in Mercalli-Quadronno, Milano",4.167,300 
,2 ,Bilocale a Pregnana Milanese,450,45 
,3 ,"Attico in Bovisa, Milano",1.000,115 
 senza ascensore,2 ,"Bilocale in Navigli-Porta Genova, Milano",930,50 
 con ascensore,2 ,"Bilocale in Sulmona, Milano",700,40 
 con ascensore,2 ,"Bilocale in Bligny-Toscana, Milano",880,50 
,2 ,Bilocale a Bresso,900,50 
 con ascensore,2 ,"Bilocale in Udine, Milano",725,65 
 con ascensore,3 ,Trilocale a Boffalora Sopra Ticino,250,80 
 con ascensore,3 ,"Trilocale in Navigli-Porta Genova, Milano",1.050,70 
 senza ascensore,4 ,Quadrilocale a Marcallo con Casone,600,90 
,2 ,Bilocale a Corbetta,500,55 
 senza ascensore,2 ,Bilocale a Corbetta,500,70 
,3 ,Trilocale a Peschiera Borromeo,800,90 
 con ascensore,3 ,"Trilocale in Brenta, Milano",1.250,90 
 con ascensore,4 ,"Quadrilocale in Accursio, Milano",1.500,120 
 con ascensore,3 ,"Trilocale in Martini-Cuoco, Milano",1.300,80 
 senza ascensore,3 ,"Trilocale in Brenta, Milano",550,90 
 con ascensore,3 ,"Trilocale in Vigentino, Milano",1.000,75 
 con ascensore,,"Monolocale in Palestro, Milano",850,40 
 con ascensore,2 ,"Bilocale in Moscova-Repubblica, Milano",1.300,65 
 senza ascensore,2 ,Appartamento su due piani a Gessate,500,65 
 ,3 ,Trilocale a Busto Garolfo,550,80 
,3 ,Trilocale a Rozzano,800,95 
,3 ,Trilocale a San Donato Milanese,1.250,130 
 con ascensore,,"Monolocale in via leonardo bistolfi, 49, Lambrate, Milano",1.000,60 
 con ascensore,3 ,"Trilocale in Mercalli-Quadronno, Milano",2.500,160 
 con ascensore,6 ,"Appartamento in Centrale, Milano",2.916,240 
,2 ,"Bilocale in Area Novegro-San Felice, Segrate",550,65 
 con ascensore,3 ,"Trilocale in Vigentino, Milano",880,65 
 con ascensore,3 ,"Trilocale in Udine, Milano",1.250,100 
 senza ascensore,2 ,Bilocale a Parabiago,500,45 
 con ascensore,2 ,Bilocale a Arluno,500,40 
,2 ,"Bilocale in Bligny-Toscana, Milano",1.100,60 
,2 ,Bilocale a Pioltello,800,65 
 con ascensore,2 ,"Bilocale in San Vittore-Washington, Milano",1.200,85 
,2 ,Bilocale a Magenta,380,30 
 con ascensore,4 ,"Quadrilocale in Abruzzi, Milano",1.700,160 
 senza ascensore,2 ,Bilocale a Magenta,500,65 
,2 ,Bilocale a Magenta,400,70 
 ,2 ,"Bilocale in Cenisio-Sarpi, Milano",920,70 
 ,2 ,"Bilocale in Navigli-Porta Genova, Milano",900,40 
 senza ascensore,2 ,Bilocale a Magenta,500,70 
 senza ascensore,2 ,Bilocale a Robecco sul Naviglio,600,50 
 con ascensore,3 ,Trilocale a Parabiago,600,90 
 ,3 ,"Trilocale in Bligny-Toscana, Milano",1.450,80 
 senza ascensore,3 ,Trilocale a Corbetta,550,80 
 con ascensore,3 ,Trilocale a Magenta,450,90 
,2 ,"Bilocale in Moscova-Repubblica, Milano",1.267,75 
 con ascensore,3 ,"Trilocale in Greco-Villaggio dei Giornalisti, Milano",833,100 
,4 ,"Quadrilocale in Area Novegro-San Felice, Segrate",1.500,150 
,,"Monolocale in Garibaldi-Isola, Milano",800,40 
,2 ,Bilocale a Magenta,450,90 
 senza ascensore,3 ,Trilocale a Magenta,650,80 
 con ascensore,2 ,"Bilocale in Città Studi, Milano",825,55 
 con ascensore,2 ,"Bilocale in Udine, Milano",950,60 
 con ascensore,2 ,"Bilocale in Cà Granda, Milano",750,55 
,10 ,Villa a Rodano,4.000,470 
 con ascensore,3 ,Trilocale a Magenta,600,100 
 con ascensore,2 ,"Bilocale in Lorenteggio-Giambellino, Milano",800,70 
 con ascensore,3 ,"Trilocale in Centro, Rho",700,120 
 con ascensore,3 ,"Trilocale in Brera-Montenapoleone, Milano",2.000,100 
 con ascensore,2 ,"Attico in Teodosio-Porpora, Milano",850,60 
,,"Monolocale in Fiera, Milano",550,60 
 con ascensore,3 ,"Trilocale in Navigli-Porta Genova, Milano",1.400,75 
 con ascensore,2 ,Bilocale a Senago,400,50 
 ,,Monolocale a Abbiategrasso,500,45 
 con ascensore,,"Appartamento su due piani in via Romualdo Bonfadini, 40, Rogoredo-Santa Giulia, Milano",1.000,125 
,,"Monolocale in Mercalli-Quadronno, Milano",1.208,60 
 con ascensore,6 ,"Appartamento in Portello-Tre Torri, Milano",4.170,240 
,3 ,Trilocale a Cuggiono,650,110 
,2 ,Bilocale a Pioltello,700,78 
 con ascensore,2 ,"Bilocale in Romagna, Milano",1.100,70 
,2 ,"Bilocale in Martini-Cuoco, Milano",900,68 
 con ascensore,2 ,"Bilocale in Centro, Sesto San Giovanni",600,65 
 con ascensore,2 ,Bilocale a Pioltello,500,50 
 con ascensore,2 ,"Bilocale in Palestro, Milano",1.750,140 
,3 ,Trilocale a San Donato Milanese,850,100 
 con ascensore,2 ,"Bilocale in Martini-Cuoco, Milano",1.050,66 
 con ascensore,3 ,"Trilocale in Portello-Tre Torri, Milano",1.300,135 
,3 ,"Trilocale in Vetra-Missori, Milano",1.900,95 
 con ascensore,2 ,Bilocale a Senago,500,60 
 con ascensore,4 ,"Quadrilocale in Centrale, Milano",3.000,190 
 con ascensore,3 ,"Trilocale in Moscova-Repubblica, Milano",1.300,90 
 senza ascensore,2 ,Bilocale a Magenta,450,60 
 con ascensore,2 ,"Bilocale in Duomo-Castello, Milano",1.830,42 
 senza ascensore,2 ,Bilocale a Robecco sul Naviglio,450,63 
 senza ascensore,3 ,Trilocale a Rozzano,800,65 
 con ascensore,,Monolocale a Melegnano,450,40 
,3 ,Trilocale a Rozzano,1.000,75 
,2 ,Bilocale a Peschiera Borromeo,500,45 
,2 ,"Bilocale in Vittorio Emanuele-Augusto, Milano",1.833,55 
,2 ,"Bilocale in Vittorio Emanuele-Augusto, Milano",1.916,61 
 con ascensore,3 ,"Trilocale in San Siro, Milano",1.200,120 
 con ascensore,3 ,"Trilocale in Palestro, Milano",2.450,130 
 senza ascensore,2 ,Bilocale a Corbetta,500,60 
 con ascensore,3 ,Trilocale a San Donato Milanese,900,110 
 con ascensore,3 ,"Trilocale in Lorenteggio-Giambellino, Milano",970,85 
 con ascensore,2 ,"Bilocale in Cinque Giornate-Montenero-Libia, Milano",1.200,80 
 con ascensore,3 ,"Trilocale in Moscova-Repubblica, Milano",1.350,85 
,3 ,Trilocale a Solaro,550,70 
 con ascensore,4 ,"Quadrilocale in Palestro, Milano",3.400,180 
 senza ascensore,2 ,Bilocale a Pieve Emanuele,800,65 
 con ascensore,2 ,Bilocale a Rozzano,800,89 
 con ascensore,6 ,"Appartamento in Brera-Montenapoleone, Milano",6.500,200 
 con ascensore,4 ,"Attico in Lodovico il Moro, Milano",1.666,140 
 senza ascensore,3 ,Trilocale a Magenta,470,90 
,4 ,Villa a Rodano,1.600,150 
 senza ascensore,2 ,Bilocale a Rozzano,800,70 
,,"Monolocale in Area Novegro-San Felice, Segrate",500,40 
 con ascensore,2 ,Bilocale a Peschiera Borromeo,700,65 
,3 ,Trilocale a Peschiera Borromeo,900,90 
 con ascensore,2 ,Bilocale a Rozzano,800,60 
,,"Monolocale in via Monte Grappa, 43, Cassano d'Adda",400,35 
,6 ,"Appartamento in Ariosto-Magenta, Milano",6.291,210 
,6 ,"Appartamento in Moscova-Repubblica, Milano",7.500,310 
,5 ,"Appartamento in Mercalli-Quadronno, Milano",10.000,380 
,5 ,"Appartamento in Ariosto-Magenta, Milano",4.583,170 
,4 ,"Quadrilocale in Duomo-Castello, Milano",3.210,164 
,2 ,"Bilocale in via di Vittorio Giovanni, 67, San Donato Milanese",650,60 
 con ascensore,4 ,"Quadrilocale in Greco-Villaggio dei Giornalisti, Milano",1.500,115 
 con ascensore,2 ,"Bilocale in Martini-Cuoco, Milano",900,65 
,,"Monolocale in Crescenzago, Milano",550,50 
 senza ascensore,2 ,"Bilocale in Teodosio-Porpora, Milano",650,35 
 con ascensore,2 ,"Bilocale in via renato serra, 65, Accursio, Milano",900,70 
,2 ,Bilocale a Carugate,670,95 
,2 ,Bilocale a Magenta,450,65 
 senza ascensore,,"Monolocale in via francesco rismondo, 31, Baggio, Milano",500,40 
 senza ascensore,2 ,"Bilocale in via cesare da sesto, 26, Navigli-Porta Genova, Milano",950,50 
,2 ,"Bilocale in corso america, 49, Arconate",450,50 
 senza ascensore,2 ,"Bilocale in via raffaele lambruschini, 27, Bovisa, Milano",650,40 
 con ascensore,,"Monolocale in via del turchino, Martini-Cuoco, Milano",580,35 
 con ascensore,3 ,"Trilocale in via bacchiglione, 28, Brenta, Milano",950,75 
 con ascensore,,"Monolocale in largo della crocetta, Mercalli-Quadronno, Milano",660,25 
 con ascensore,3 ,"Trilocale in Teodosio-Porpora, Milano",1.000,85 
,,"Monolocale in via filippo baldinucci, 95, Bovisa, Milano",590,30 
 con ascensore,,"Monolocale in strada provinciale ex strada statale 11, Cinque Giornate-Montenero-Libia, Milano",580,25 
 con ascensore,2 ,"Bilocale in via lambrate, 11, Teodosio-Porpora, Milano",700,70 
 con ascensore,2 ,"Bilocale in via xxiv maggio, 16, Cormano",650,45 
 con ascensore,,"Monolocale in via giuseppe sirtori, Indipendenza-Regina Giovanna, Milano",550,20 
 con ascensore,,"Monolocale in via Predabissi, 6, Teodosio-Porpora, Milano",550,35 
 con ascensore,3 ,"Trilocale in piazzale paolo gorini, 9, Città Studi, Milano",1.020,60 
 con ascensore,4 ,"Attico in via europa, 5, San Donato Milanese",2.500,170 
 con ascensore,2 ,"Bilocale in via Vincenzo Bellini, 11, Cormano",900,60 
 senza ascensore,,"Monolocale in via rondo, 1, Centro, Sesto San Giovanni",570,41 
,9 ,"Casa indipendente in via Rosmini, 12, Abbiategrasso",2.000,600 
 senza ascensore,4 ,"Quadrilocale in via milano, 2, Area Lavanderie-Redecesio, Segrate",1.500,100 
 con ascensore,3 ,"Attico in via voghera, 9, Solari-Savona-Tortona, Milano",1.200,70 
,2 ,"Bilocale in via gaetano donizetti, 2, San Giuliano Milanese",600,45 
,,"Monolocale in via Conte Rosso, 7, Lambrate, Milano",580,35 
 con ascensore,2 ,"Bilocale in via Giuseppe Candiani, 16, Bovisa, Milano",700,55 
 con ascensore,2 ,"Bilocale in via francesco brioschi, 74, Cermenate-Meda, Milano",1.000,60 
 con ascensore,2 ,"Bilocale in via romagna, 31, Crocetta-Parco Nord, Cinisello Balsamo",450,55 
,,"Monolocale in via giacinto collegno, Dergano, Milano",700,50 
 senza ascensore,2 ,"Bilocale in via ambrogio binda, 16, Naviglio Grande-Barona, Milano",750,70 
 senza ascensore,,"Monolocale in via Antonio Carnevali, 74, Bovisa, Milano",500,28 
 senza ascensore,3 ,"Trilocale in via curio dentato, 11, Lorenteggio-Giambellino, Milano",850,75 
 senza ascensore,2 ,"Bilocale in via andrea ponti, 7, Naviglio Grande-Barona, Milano",1.000,55 
 con ascensore,4 ,"Quadrilocale in via Sapri, 73, Varesina-Testori, Milano",1.100,115 
 con ascensore,,"Monolocale in via lomellina, 48, Argonne-Corsica, Milano",700,48 
 con ascensore,,"Monolocale in via edoardo bassini, Città Studi, Milano",650,25 
 con ascensore,,"Monolocale in via bessarione, Corvetto, Milano",650,55 
 ,,"Monolocale in via merano, Brianza-Pasteur, Milano",600,40 
,,"Monolocale in via giovanni pacini, Città Studi, Milano",550,19 
,4 ,"Quadrilocale in via privata giovannino de grassi, 12, San Vittore-Washington, Milano",3.000,145 
 con ascensore,2 ,"Bilocale in via mac mahon, 9, Govone, Milano",900,50 
,,"Monolocale in piazzale istria, 1, Istria, Milano",600,25 
 con ascensore,,"Monolocale in via matteo civitali, Morgantini, Milano",600,30 
,2 ,"Bilocale in via privata Francesco Koristka, 3, Sempione, Milano",800,40 
 con ascensore,2 ,"Bilocale in piazza angilberto ii, Corvetto, Milano",850,65 
,,"Monolocale in via Ripa di Porta Ticinese, 97, Navigli-Porta Genova, Milano",750,40 
 con ascensore,2 ,"Bilocale in via Anfossi, 10, Cinque Giornate-Montenero-Libia, Milano",1.000,70 
 con ascensore,3 ,"Trilocale in via Pavia, 3, Navigli-Porta Genova, Milano",1.500,70 
 con ascensore,2 ,"Bilocale in via molise, 56, Martini-Cuoco, Milano",800,55 
 con ascensore,2 ,"Bilocale in via poliziano, Sempione, Milano",750,50 
,,"Monolocale in via Seggiano, 7, Pioltello",450,40 
 ,,"Monolocale in via col di lana, Bligny-Toscana, Milano",680,30 
 senza ascensore,2 ,"Bilocale in via Giuseppe Garibaldi, 6, Gaggiano",650,75 
,3 ,"Appartamento su due piani in via Cavour, 30, Cornaredo",600,86 
 con ascensore,,"Monolocale in via luigi alamanni, Vigentino, Milano",700,60 
 senza ascensore,2 ,"Bilocale in via privata giulio perticari, 19, Turro, Milano",530,50 
 con ascensore,,"Monolocale in via harar, San Siro, Milano",600,35 
 con ascensore,,"Monolocale in via privata treviso, Turro, Milano",670,40 
 con ascensore,,"Monolocale in via antonio tolomeo trivulzio, Bande Nere, Milano",650,25 
 con ascensore,,"Monolocale in via jean jaurès, Gorla, Milano",750,40 
 con ascensore,,"Monolocale in via privata san mansueto, Bligny-Toscana, Milano",660,25 
 con ascensore,3 ,"Trilocale in via enrico falck, Gallaratese, Milano",900,90 
 con ascensore,,"Monolocale in via Luigi Girardi, 11, Sant'Erasmo-Ospedale Vecchio, Legnano",450,35 
 ,2 ,"Bilocale in via ruggero bonghi, Cermenate-Meda, Milano",750,50 
,2 ,"Bilocale in via andrea maffei, Cinque Giornate-Montenero-Libia, Milano",1.250,75 
 ,2 ,"Bilocale in via privata giulio perticari, Turro, Milano",620,60 
 con ascensore,3 ,"Trilocale in via spagnoletto, 19, Fiera, Milano",950,90 
,,"Attico in via Novara, 145, Axum-San Carlo, Milano",1.000,60 
,7 ,"Villetta a schiera in via alcide de gasperi, 30, Melegnano",1.000,120 
 con ascensore,3 ,"Trilocale in via lampugnano, Gallaratese, Milano",1.100,105 
 con ascensore,,"Monolocale in via Papa Giovanni XXIII, 1, Assago",700,50 
 con ascensore,,"Monolocale in via savona, 101, Lorenteggio-Giambellino, Milano",700,40 
 senza ascensore,2 ,"Bilocale in via antonio aldini, 56, Quarto Oggiaro-Euromilano, Milano",645,50 
,4 ,"Villetta a schiera in via piave, 2, Corbetta",650,110 
 con ascensore,3 ,"Trilocale in via madre anna eugenia picco, Turro, Milano",700,50 
